발행회차,발행일자,기준월,평균 LTV,평균 DTI,조기상환율
KHFCMB2013S-12,2013-03-22,2020-09,60.03,37.29,1.46
KHFCMB2013S-12,2013-03-22,2020-08,60.03,37.34,1.74
KHFCMB2013S-12,2013-03-22,2020-07,60.03,37.47,7.99
KHFCMB2013S-12,2013-03-22,2020-06,60.02,38.95,0.0
KHFCMB2013S-12,2013-03-22,2020-05,60.02,38.95,0.0
KHFCMB2013S-12,2013-03-22,2020-04,60.02,38.95,0.0
KHFCMB2013S-12,2013-03-22,2020-03,60.02,38.95,3.9
KHFCMB2013S-12,2013-03-22,2020-02,60.02,38.31,0.0
KHFCMB2013S-12,2013-03-22,2020-01,60.02,38.31,0.0
KHFCMB2013S-12,2013-03-22,2019-12,60.02,38.31,0.14
KHFCMB2013S-12,2013-03-22,2019-11,60.02,38.34,11.87
KHFCMB2013S-12,2013-03-22,2019-10,60.02,39.63,0.0
