발행회차,발행일자,기준월,만기전상환율,가중평균발행금리,주택종합 매매가격지수,주택종합 전세가격지수,소비자물가지수,15-64 실업자 수,코스피 월별 종가,예금은행 대출금리,금리차
MBS 2004-02,2004-07-28,2009-06,2.3,5.0,63.438,56.175,83.788,943.0,1390.07,5.25,0.25
MBS 2004-02,2004-07-28,2009-07,2.96,5.0,63.611,56.366,84.086,911.0,1557.29,5.29,0.29000000000000004
MBS 2004-02,2004-07-28,2009-08,2.24,5.0,63.812,56.637,84.384,886.0,1591.85,5.45,0.4500000000000002
MBS 2004-02,2004-07-28,2009-09,2.05,5.0,64.268,57.444,84.459,809.0,1673.14,5.77,0.7699999999999996
MBS 2004-02,2004-07-28,2009-10,1.73,5.0,64.512,57.859,84.235,786.0,1580.69,5.9,0.9000000000000004
MBS 2004-02,2004-07-28,2009-11,1.57,5.0,64.676,58.186,84.384,811.0,1555.6,5.87,0.8700000000000001
MBS 2004-02,2004-07-28,2009-12,2.25,5.0,64.768,58.336,84.682,821.0,1682.77,5.9,0.9000000000000004
MBS 2004-02,2004-07-28,2010-01,1.45,5.0,64.851,58.508,85.351,1087.0,1602.43,5.88,0.8799999999999999
MBS 2004-02,2004-07-28,2010-02,1.85,5.0,65.04,58.872,85.523,1076.0,1594.58,5.75,0.75
MBS 2004-02,2004-07-28,2010-03,2.38,5.0,65.201,59.271,85.696,971.0,1692.85,5.47,0.46999999999999975
MBS 2004-02,2004-07-28,2010-04,2.69,5.0,65.327,59.643,86.041,914.0,1741.56,5.07,0.07000000000000028
MBS 2004-02,2004-07-28,2010-05,2.92,5.0,65.358,59.886,86.128,780.0,1641.25,4.78,-0.21999999999999975
MBS 2004-02,2004-07-28,2010-06,2.44,5.0,65.365,60.123,86.041,853.0,1698.29,4.62,-0.3799999999999999
MBS 2004-02,2004-07-28,2010-07,3.11,5.0,65.303,60.282,86.214,903.0,1759.33,4.7,-0.2999999999999998
MBS 2004-02,2004-07-28,2010-08,2.25,5.0,65.271,60.499,86.647,817.0,1742.75,4.81,-0.1900000000000004
MBS 2004-02,2004-07-28,2010-09,2.07,5.0,65.333,60.887,87.337,844.0,1872.81,4.8,-0.20000000000000018
MBS 2004-02,2004-07-28,2010-10,3.52,5.0,65.469,61.397,87.337,821.0,1882.95,4.74,-0.2599999999999998
MBS 2004-02,2004-07-28,2010-11,3.38,5.0,65.721,62.036,86.906,729.0,1904.63,4.65,-0.34999999999999964
MBS 2004-02,2004-07-28,2010-12,2.85,5.0,65.991,62.492,87.251,835.0,2051.0,4.67,-0.33000000000000007
MBS 2004-02,2004-07-28,2011-01,3.86,5.0,66.3,63.026,88.288,889.0,2069.73,4.8,-0.20000000000000018
MBS 2004-02,2004-07-28,2011-02,2.32,5.0,66.83,64.046,88.892,986.0,1939.3,4.86,-0.13999999999999968
MBS 2004-02,2004-07-28,2011-03,3.29,5.0,67.482,65.164,89.238,1014.0,2106.7,4.89,-0.11000000000000032
MBS 2004-02,2004-07-28,2011-04,3.23,5.0,68.037,65.947,89.325,914.0,2192.36,4.88,-0.1200000000000001
MBS 2004-02,2004-07-28,2011-05,3.29,5.0,68.511,66.492,89.497,799.0,2142.47,4.9,-0.09999999999999964
MBS 2004-02,2004-07-28,2011-06,3.17,5.0,68.848,66.926,89.67,821.0,2100.69,4.87,-0.1299999999999999
MBS 2004-02,2004-07-28,2011-07,3.32,5.0,69.129,67.457,90.102,822.0,2133.21,4.9,-0.09999999999999964
MBS 2004-02,2004-07-28,2011-08,2.09,5.0,69.47,68.189,90.707,750.0,1880.11,4.97,-0.03000000000000025
MBS 2004-02,2004-07-28,2011-09,2.22,5.0,69.848,69.135,90.62,740.0,1769.65,5.0,0.0
MBS 2004-02,2004-07-28,2011-10,2.07,5.0,70.126,69.758,90.448,724.0,1909.03,5.01,0.009999999999999787
MBS 2004-02,2004-07-28,2011-11,2.41,5.0,70.403,70.12,90.534,716.0,1847.51,5.01,0.009999999999999787
MBS 2004-02,2004-07-28,2011-12,1.44,5.0,70.521,70.181,90.879,739.0,1825.74,4.95,-0.04999999999999982
MBS 2004-02,2004-07-28,2012-01,2.05,5.0,70.631,70.355,91.242,810.0,1955.79,5.06,0.05999999999999961
MBS 2004-02,2004-07-28,2012-02,2.72,5.0,70.749,70.619,91.588,922.0,2030.25,5.02,0.019999999999999574
MBS 2004-02,2004-07-28,2012-03,2.86,5.0,70.856,70.951,91.614,895.0,2014.04,5.0,0.0
MBS 2004-02,2004-07-28,2012-04,2.56,5.0,70.932,71.247,91.605,870.0,1981.99,4.94,-0.05999999999999961
MBS 2004-02,2004-07-28,2012-05,3.41,5.0,70.967,71.376,91.769,792.0,1843.47,4.85,-0.15000000000000036
MBS 2004-02,2004-07-28,2012-06,2.22,5.0,70.941,71.462,91.639,806.0,1854.01,4.76,-0.2400000000000002
MBS 2004-02,2004-07-28,2012-07,2.5,5.0,70.861,71.557,91.432,777.0,1881.99,4.64,-0.3600000000000003
MBS 2004-02,2004-07-28,2012-08,3.73,5.0,70.79,71.63,91.855,742.0,1905.12,4.41,-0.5899999999999999
MBS 2004-02,2004-07-28,2012-09,4.67,5.0,70.683,71.868,92.512,736.0,1996.21,4.29,-0.71
MBS 2004-02,2004-07-28,2012-10,4.5,5.0,70.603,72.228,92.339,701.0,1912.06,4.23,-0.7699999999999996
MBS 2004-02,2004-07-28,2012-11,3.7,5.0,70.55,72.505,92.011,699.0,1932.9,4.19,-0.8099999999999996
MBS 2004-02,2004-07-28,2012-12,3.4,5.0,70.501,72.654,92.175,719.0,1997.05,4.16,-0.8399999999999999
MBS 2004-02,2004-07-28,2013-01,4.19,5.0,70.462,72.82,92.728,791.0,1961.94,4.17,-0.8300000000000001
MBS 2004-02,2004-07-28,2013-02,0.06,5.0,70.421,73.017,93.038,904.0,2026.49,4.06,-0.9400000000000004
MBS 2004-02,2004-07-28,2013-03,7.89,5.0,70.389,73.337,92.952,854.0,2004.89,3.97,-1.0299999999999998
MBS 2004-02,2004-07-28,2013-04,5.06,5.0,70.391,73.603,92.823,809.0,1963.95,3.86,-1.1400000000000001
MBS 2004-02,2004-07-28,2013-05,4.55,5.0,70.381,73.741,92.823,780.0,2001.05,3.77,-1.23
MBS 2004-02,2004-07-28,2013-06,7.64,5.0,70.353,73.907,92.71,789.0,1863.32,3.73,-1.27
MBS 2004-02,2004-07-28,2013-07,4.29,5.0,70.351,74.179,92.909,813.0,1914.03,3.77,-1.23
MBS 2004-02,2004-07-28,2013-08,3.63,5.0,70.323,74.598,93.238,768.0,1926.36,3.8,-1.2000000000000002
MBS 2004-02,2004-07-28,2013-09,2.25,5.0,70.36,75.2,93.419,709.0,1996.96,3.82,-1.1800000000000002
MBS 2004-02,2004-07-28,2013-10,2.96,5.0,70.503,75.872,93.134,707.0,2030.09,3.81,-1.19
MBS 2004-02,2004-07-28,2013-11,2.04,5.0,70.626,76.363,93.116,684.0,2044.87,3.77,-1.23
MBS 2004-02,2004-07-28,2013-12,1.77,5.0,70.762,76.805,93.229,751.0,2011.34,3.74,-1.2599999999999998
MBS 2004-02,2004-07-28,2014-01,2.13,5.0,70.842,77.123,93.73,817.0,1941.15,3.75,-1.25
MBS 2004-02,2004-07-28,2014-02,2.45,5.0,70.957,77.492,93.98,1036.0,1979.99,3.71,-1.29
MBS 2004-02,2004-07-28,2014-03,2.01,5.0,71.157,77.901,94.153,974.0,1985.61,3.69,-1.31
MBS 2004-02,2004-07-28,2014-04,4.84,5.0,71.304,78.175,94.214,1006.0,1961.79,3.69,-1.31
MBS 2004-02,2004-07-28,2014-05,2.25,5.0,71.351,78.287,94.369,928.0,1994.96,3.63,-1.37
MBS 2004-02,2004-07-28,2014-06,2.09,5.0,71.401,78.424,94.248,930.0,2002.21,3.58,-1.42
MBS 2004-02,2004-07-28,2014-07,3.34,5.0,71.466,78.564,94.386,893.0,2076.12,3.53,-1.4700000000000002
MBS 2004-02,2004-07-28,2014-08,2.38,5.0,71.562,78.74,94.551,868.0,2068.54,3.5,-1.5
MBS 2004-02,2004-07-28,2014-09,2.53,5.0,71.758,79.01,94.49,826.0,2020.09,3.5,-1.5
MBS 2004-02,2004-07-28,2014-10,2.29,5.0,71.97,79.269,94.205,831.0,1964.43,3.38,-1.62
MBS 2004-02,2004-07-28,2014-11,4.08,5.0,72.116,79.488,94.015,801.0,1980.78,3.3,-1.7000000000000002
MBS 2004-02,2004-07-28,2014-12,1.83,5.0,72.249,79.744,94.006,860.0,1915.59,3.33,-1.67
MBS 2004-02,2004-07-28,2015-01,3.27,5.0,72.345,79.955,94.643,903.0,1949.26,3.34,-1.6600000000000001
MBS 2004-02,2004-07-28,2015-02,4.92,5.0,72.509,80.228,94.587,1070.0,1985.8,3.24,-1.7599999999999998
MBS 2004-02,2004-07-28,2015-03,5.72,5.0,72.809,80.703,94.596,1016.0,2041.03,2.97,-2.03
MBS 2004-02,2004-07-28,2015-04,7.27,5.0,73.169,81.199,94.625,1010.0,2127.17,2.81,-2.19
MBS 2004-02,2004-07-28,2015-05,2.64,5.0,73.441,81.538,94.89,984.0,2114.8,3.06,-1.94
MBS 2004-02,2004-07-28,2015-06,5.65,5.0,73.778,81.977,94.909,1012.0,2074.2,3.01,-1.9900000000000002
MBS 2004-02,2004-07-28,2015-07,4.11,5.0,74.092,82.395,95.08,962.0,2030.16,2.96,-2.04
MBS 2004-02,2004-07-28,2015-08,2.35,5.0,74.381,82.756,95.213,897.0,1941.49,2.94,-2.06
MBS 2004-02,2004-07-28,2015-09,2.55,5.0,74.731,83.214,94.966,836.0,1962.81,2.92,-2.08
MBS 2004-02,2004-07-28,2015-10,1.72,5.0,74.984,83.55,94.966,804.0,2029.47,2.9,-2.1
MBS 2004-02,2004-07-28,2015-11,4.9,5.0,75.304,83.964,94.786,801.0,1991.97,3.04,-1.96
MBS 2004-02,2004-07-28,2015-12,3.54,5.0,75.441,84.181,95.07,836.0,1961.31,3.12,-1.88
MBS 2004-02,2004-07-28,2016-01,2.19,5.0,75.504,84.343,95.232,913.0,1912.06,3.1,-1.9
MBS 2004-02,2004-07-28,2016-02,2.03,5.0,75.558,84.5,95.64,1153.0,1916.66,2.99,-2.01
MBS 2004-02,2004-07-28,2016-03,1.77,5.0,75.584,84.625,95.393,1111.0,1995.85,2.97,-2.03
MBS 2004-02,2004-07-28,2016-04,0.97,5.0,75.615,84.718,95.573,1041.0,1994.15,2.93,-2.07
MBS 2004-02,2004-07-28,2016-05,1.92,5.0,75.665,84.814,95.63,967.0,1983.4,2.89,-2.11
MBS 2004-02,2004-07-28,2016-06,2.86,5.0,75.734,84.895,95.611,972.0,1970.35,2.77,-2.23
MBS 2004-02,2004-07-28,2016-07,2.02,5.0,75.832,84.981,95.431,941.0,2016.19,2.66,-2.34
MBS 2004-02,2004-07-28,2016-08,1.85,5.0,75.927,85.061,95.677,949.0,2034.65,2.7,-2.3
MBS 2004-02,2004-07-28,2016-09,3.66,5.0,76.031,85.145,96.247,944.0,2043.63,2.8,-2.2
MBS 2004-02,2004-07-28,2016-10,5.04,5.0,76.215,85.296,96.379,886.0,2008.19,2.89,-2.11
MBS 2004-02,2004-07-28,2016-11,3.79,5.0,76.407,85.456,96.237,821.0,1983.48,3.04,-1.96
MBS 2004-02,2004-07-28,2016-12,1.89,5.0,76.463,85.514,96.342,830.0,2026.46,3.13,-1.87
MBS 2004-02,2004-07-28,2017-01,2.09,5.0,76.481,85.544,97.366,908.0,2067.57,3.16,-1.8399999999999999
MBS 2004-02,2004-07-28,2017-02,2.79,5.0,76.489,85.564,97.632,1138.0,2091.64,3.19,-1.81
MBS 2004-02,2004-07-28,2017-03,0.25,5.0,76.509,85.583,97.565,1077.0,2160.23,3.21,-1.79
MBS 2004-02,2004-07-28,2017-04,0.19,5.0,76.538,85.6,97.442,1124.0,2205.44,3.21,-1.79
MBS 2004-02,2004-07-28,2017-05,2.11,5.0,76.578,85.623,97.546,950.0,2347.38,3.26,-1.7400000000000002
MBS 2004-02,2004-07-28,2017-06,4.01,5.0,76.711,85.68,97.338,1009.0,2391.79,3.22,-1.7799999999999998
MBS 2004-02,2004-07-28,2017-07,4.31,5.0,76.891,85.745,97.499,918.0,2402.71,3.28,-1.7200000000000002
MBS 2004-02,2004-07-28,2017-08,3.26,5.0,77.074,85.796,98.058,956.0,2363.19,3.28,-1.7200000000000002
MBS 2004-02,2004-07-28,2017-09,0.04,5.0,77.139,85.832,98.172,895.0,2394.47,3.24,-1.7599999999999998
MBS 2004-02,2004-07-28,2017-10,2.25,5.0,77.226,85.878,98.077,852.0,2523.43,3.33,-1.67
MBS 2004-02,2004-07-28,2017-11,3.75,5.0,77.332,85.896,97.347,833.0,2476.37,3.39,-1.6099999999999999
MBS 2004-02,2004-07-28,2017-12,0.87,5.0,77.411,85.906,97.698,869.0,2467.49,3.42,-1.58
MBS 2004-02,2004-07-28,2018-01,3.36,5.0,77.556,85.92,98.106,908.0,2566.46,3.47,-1.5299999999999998
MBS 2004-02,2004-07-28,2018-02,0.06,5.0,77.723,85.93,98.855,1015.0,2427.36,3.46,-1.54
MBS 2004-02,2004-07-28,2018-03,0.99,5.0,77.917,85.922,98.751,1169.0,2445.85,3.45,-1.5499999999999998
MBS 2004-02,2004-07-28,2018-04,0.03,5.0,78.049,85.904,98.931,1109.0,2515.38,3.47,-1.5299999999999998
MBS 2004-02,2004-07-28,2018-05,0.29,5.0,78.127,85.857,98.979,1078.0,2423.01,3.49,-1.5099999999999998
MBS 2004-02,2004-07-28,2018-06,2.68,5.0,78.203,85.808,98.779,988.0,2326.13,3.46,-1.54
MBS 2004-02,2004-07-28,2020-09,0.0,5.0,83.798,87.962,100.74,954.0,2327.89,2.44,-2.56
MBS 2004-02,2004-07-28,2020-10,0.0,5.0,84.359,88.689,100.18,979.0,2267.15,2.47,-2.53
MBS 2004-02,2004-07-28,2020-11,0.0,5.0,85.568,90.181,100.09,923.0,2591.34,2.56,-2.44
MBS 2004-02,2004-07-28,2020-12,0.0,5.0,86.735,91.176,100.33,943.0,2873.47,2.59,-2.41
MBS 2004-02,2004-07-28,2021-01,0.0,5.0,87.767,91.934,101.04,1149.0,2976.21,2.63,-2.37
MBS 2004-02,2004-07-28,2021-02,0.0,5.0,88.962,92.627,101.58,1177.0,3012.95,2.66,-2.34
MBS 2004-02,2004-07-28,2021-03,0.0,5.0,90.135,93.273,101.84,1129.0,3061.42,2.73,-2.27
MBS 2004-02,2004-07-28,2021-04,0.0,5.0,91.091,93.835,101.98,1068.0,3147.86,2.73,-2.27
MBS 2004-02,2004-07-28,2021-05,0.0,5.0,91.964,94.372,102.05,1066.0,3203.92,2.69,-2.31
MBS 2004-02,2004-07-28,2021-06,0.0,5.0,93.169,95.202,102.05,1021.0,3296.68,2.74,-2.26
MBS 2004-02,2004-07-28,2021-07,0.0,5.0,94.256,96.053,102.26,860.0,3202.32,2.81,-2.19
MBS 2004-02,2004-07-28,2021-08,0.0,5.0,95.666,97.04,102.75,706.0,3199.27,2.88,-2.12
MBS 2004-02,2004-07-28,2021-09,0.0,5.0,97.123,97.976,103.17,711.0,3068.82,3.01,-1.9900000000000002
MBS 2004-02,2004-07-28,2021-10,0.0,5.0,98.14,98.579,103.35,736.0,2970.68,3.26,-1.7400000000000002
MBS 2004-02,2004-07-28,2021-11,0.0,5.0,99.224,99.301,103.87,694.0,2839.01,3.51,-1.4900000000000002
MBS 2004-02,2004-07-28,2021-12,0.0,5.0,99.72,99.728,104.04,697.0,2977.65,3.63,-1.37
MBS 2004-02,2004-07-28,2022-01,0.0,5.0,100.0,100.0,104.69,780.0,2663.34,3.85,-1.15
MBS 2004-02,2004-07-28,2022-02,0.0,5.0,100.207,100.197,105.3,800.0,2699.18,3.88,-1.12
MBS 2004-02,2004-07-28,2022-03,0.0,5.0,100.306,100.337,106.06,798.0,2757.65,3.84,-1.1600000000000001
MBS 2004-02,2004-07-28,2022-04,0.0,5.0,100.517,100.543,106.85,813.0,2695.05,3.9,-1.1
MBS 2004-02,2004-07-28,2022-05,0.0,5.0,100.768,100.814,107.56,830.0,2685.9,3.9,-1.1
MBS 2004-02,2004-07-28,2022-06,0.0,5.0,100.869,100.912,108.22,824.0,2332.64,4.04,-0.96
MBS 2004-03,2004-08-18,2004-08,0.0,4.5,52.394,50.554,73.191,842.0,803.57,5.8,1.2999999999999998
MBS 2004-03,2004-08-18,2004-09,0.44,4.5,52.283,50.314,73.191,784.0,835.09,5.63,1.13
MBS 2004-03,2004-08-18,2004-10,0.56,4.5,52.157,50.09,73.191,801.0,834.84,5.57,1.0700000000000003
MBS 2004-03,2004-08-18,2004-11,0.63,4.5,51.926,49.714,72.75,813.0,878.06,5.47,0.9699999999999998
MBS 2004-03,2004-08-18,2004-12,0.87,4.5,51.71,49.32,72.877,894.0,895.92,5.41,0.9100000000000001
MBS 2004-03,2004-08-18,2005-01,0.77,4.5,51.567,49.086,73.594,979.0,932.7,5.45,0.9500000000000002
MBS 2004-03,2004-08-18,2005-02,1.21,4.5,51.732,49.185,73.892,983.0,1011.36,5.53,1.0300000000000002
MBS 2004-03,2004-08-18,2005-03,1.43,4.5,51.93,49.404,74.338,949.0,965.68,5.48,0.9800000000000004
MBS 2004-03,2004-08-18,2005-04,1.32,4.5,52.229,49.582,74.413,896.0,911.3,5.32,0.8200000000000003
MBS 2004-03,2004-08-18,2005-05,1.56,4.5,52.512,49.638,74.338,840.0,970.21,5.15,0.6500000000000004
MBS 2004-03,2004-08-18,2005-06,2.05,4.5,52.94,49.721,74.114,864.0,1008.16,5.13,0.6299999999999999
MBS 2004-03,2004-08-18,2005-07,2.17,4.5,53.379,49.775,74.413,875.0,1111.29,5.18,0.6799999999999997
MBS 2004-03,2004-08-18,2005-08,1.9,4.5,53.573,49.874,74.636,832.0,1083.33,5.26,0.7599999999999998
MBS 2004-03,2004-08-18,2005-09,1.52,4.5,53.702,50.277,75.008,858.0,1221.01,5.36,0.8600000000000003
MBS 2004-03,2004-08-18,2005-10,1.95,4.5,53.685,50.619,74.859,861.0,1158.11,5.61,1.1100000000000003
MBS 2004-03,2004-08-18,2005-11,1.62,4.5,53.682,50.738,74.561,775.0,1297.44,5.59,1.0899999999999999
MBS 2004-03,2004-08-18,2005-12,2.01,4.5,53.785,50.818,74.785,823.0,1379.37,5.6,1.0999999999999996
MBS 2004-03,2004-08-18,2006-01,1.42,4.5,53.964,51.002,75.231,867.0,1399.83,5.64,1.1399999999999997
MBS 2004-03,2004-08-18,2006-02,1.99,4.5,54.208,51.222,75.381,947.0,1371.59,5.58,1.08
MBS 2004-03,2004-08-18,2006-03,1.94,4.5,54.556,51.606,75.827,922.0,1359.6,5.46,0.96
MBS 2004-03,2004-08-18,2006-04,2.33,4.5,55.038,51.897,75.902,843.0,1419.73,5.42,0.9199999999999999
MBS 2004-03,2004-08-18,2006-05,2.2,4.5,55.6,52.082,76.05,774.0,1317.7,5.41,0.9100000000000001
MBS 2004-03,2004-08-18,2006-06,2.49,4.5,55.866,52.141,75.902,808.0,1295.15,5.48,0.9800000000000004
MBS 2004-03,2004-08-18,2006-07,1.91,4.5,55.986,52.171,76.199,821.0,1297.82,5.79,1.29
MBS 2004-03,2004-08-18,2006-08,1.92,4.5,56.121,52.273,76.645,808.0,1352.74,5.86,1.3600000000000003
MBS 2004-03,2004-08-18,2006-09,2.25,4.5,56.392,52.714,76.868,769.0,1371.41,5.77,1.2699999999999996
MBS 2004-03,2004-08-18,2006-10,2.91,4.5,57.151,53.264,76.496,796.0,1364.55,5.69,1.1900000000000004
MBS 2004-03,2004-08-18,2006-11,3.01,4.5,58.925,53.804,76.125,771.0,1432.21,5.69,1.1900000000000004
MBS 2004-03,2004-08-18,2006-12,2.47,4.5,60.024,54.11,76.348,788.0,1434.46,5.88,1.38
MBS 2004-03,2004-08-18,2007-01,1.97,4.5,60.548,54.343,76.496,853.0,1360.23,6.11,1.6100000000000003
MBS 2004-03,2004-08-18,2007-02,1.68,4.5,60.768,54.505,77.017,856.0,1417.34,6.18,1.6799999999999997
MBS 2004-03,2004-08-18,2007-03,1.69,4.5,60.88,54.727,77.464,833.0,1452.55,6.2,1.7000000000000002
MBS 2004-03,2004-08-18,2007-04,1.5,4.5,60.959,54.921,77.761,814.0,1542.24,6.13,1.63
MBS 2004-03,2004-08-18,2007-05,1.33,4.5,60.979,54.954,77.836,773.0,1700.91,6.17,1.67
MBS 2004-03,2004-08-18,2007-06,1.82,4.5,61.062,54.962,77.836,774.0,1743.6,6.13,1.63
MBS 2004-03,2004-08-18,2007-07,2.42,4.5,61.221,55.013,78.134,793.0,1933.27,6.24,1.7400000000000002
MBS 2004-03,2004-08-18,2007-08,2.11,4.5,61.336,55.081,78.208,760.0,1873.24,6.38,1.88
MBS 2004-03,2004-08-18,2007-09,1.32,4.5,61.498,55.247,78.655,723.0,1946.48,6.52,2.0199999999999996
MBS 2004-03,2004-08-18,2007-10,2.45,4.5,61.656,55.376,78.803,727.0,2064.85,6.55,2.05
MBS 2004-03,2004-08-18,2007-11,2.04,4.5,61.823,55.454,78.803,729.0,1906.0,6.59,2.09
MBS 2004-03,2004-08-18,2007-12,1.69,4.5,61.91,55.491,79.101,732.0,1897.13,6.85,2.3499999999999996
MBS 2004-03,2004-08-18,2008-01,1.51,4.5,62.08,55.577,79.472,771.0,1624.68,7.08,2.58
MBS 2004-03,2004-08-18,2008-02,1.47,4.5,62.271,55.732,79.771,810.0,1711.62,6.72,2.2199999999999998
MBS 2004-03,2004-08-18,2008-03,1.96,4.5,62.746,56.091,80.515,803.0,1703.99,6.7,2.2
MBS 2004-03,2004-08-18,2008-04,1.62,4.5,63.294,56.415,80.962,782.0,1825.47,6.8,2.3
MBS 2004-03,2004-08-18,2008-05,3.08,4.5,63.679,56.576,81.63,749.0,1852.02,6.79,2.29
MBS 2004-03,2004-08-18,2008-06,2.56,4.5,64.064,56.758,82.151,756.0,1674.92,6.77,2.2699999999999996
MBS 2004-03,2004-08-18,2008-07,2.32,4.5,64.314,56.882,82.747,760.0,1594.67,6.92,2.42
MBS 2004-03,2004-08-18,2008-08,1.88,4.5,64.442,56.973,82.598,757.0,1474.24,7.16,2.66
MBS 2004-03,2004-08-18,2008-09,1.24,4.5,64.591,57.184,82.673,719.0,1448.06,7.25,2.75
MBS 2004-03,2004-08-18,2008-10,1.02,4.5,64.557,57.258,82.598,735.0,1113.06,7.58,3.08
MBS 2004-03,2004-08-18,2008-11,0.95,4.5,64.297,57.066,82.375,745.0,1076.07,7.42,2.92
MBS 2004-03,2004-08-18,2008-12,0.81,4.5,63.833,56.424,82.375,784.0,1124.47,6.81,2.3099999999999996
MBS 2004-03,2004-08-18,2009-01,1.0,4.5,63.479,55.893,82.45,843.0,1162.11,5.63,1.13
MBS 2004-03,2004-08-18,2009-02,1.41,4.5,63.32,55.769,83.045,911.0,1063.03,5.38,0.8799999999999999
MBS 2004-03,2004-08-18,2009-03,1.67,4.5,63.209,55.816,83.64,950.0,1206.26,5.43,0.9299999999999997
MBS 2004-03,2004-08-18,2009-04,1.81,4.5,63.247,55.911,83.862,927.0,1369.36,5.3,0.7999999999999998
MBS 2004-03,2004-08-18,2009-05,1.68,4.5,63.315,56.025,83.862,916.0,1395.89,5.25,0.75
MBS 2004-03,2004-08-18,2009-06,2.98,4.5,63.438,56.175,83.788,943.0,1390.07,5.25,0.75
MBS 2004-03,2004-08-18,2009-07,3.57,4.5,63.611,56.366,84.086,911.0,1557.29,5.29,0.79
MBS 2004-03,2004-08-18,2009-08,2.46,4.5,63.812,56.637,84.384,886.0,1591.85,5.45,0.9500000000000002
MBS 2004-03,2004-08-18,2009-09,2.94,4.5,64.268,57.444,84.459,809.0,1673.14,5.77,1.2699999999999996
MBS 2004-03,2004-08-18,2009-10,2.14,4.5,64.512,57.859,84.235,786.0,1580.69,5.9,1.4000000000000004
MBS 2004-03,2004-08-18,2009-11,1.97,4.5,64.676,58.186,84.384,811.0,1555.6,5.87,1.37
MBS 2004-03,2004-08-18,2009-12,1.9,4.5,64.768,58.336,84.682,821.0,1682.77,5.9,1.4000000000000004
MBS 2004-03,2004-08-18,2010-01,1.84,4.5,64.851,58.508,85.351,1087.0,1602.43,5.88,1.38
MBS 2004-03,2004-08-18,2010-02,1.53,4.5,65.04,58.872,85.523,1076.0,1594.58,5.75,1.25
MBS 2004-03,2004-08-18,2010-03,2.43,4.5,65.201,59.271,85.696,971.0,1692.85,5.47,0.9699999999999998
MBS 2004-03,2004-08-18,2010-04,3.28,4.5,65.327,59.643,86.041,914.0,1741.56,5.07,0.5700000000000003
MBS 2004-03,2004-08-18,2010-05,2.16,4.5,65.358,59.886,86.128,780.0,1641.25,4.78,0.28000000000000025
MBS 2004-03,2004-08-18,2010-06,2.83,4.5,65.365,60.123,86.041,853.0,1698.29,4.62,0.1200000000000001
MBS 2004-03,2004-08-18,2010-07,3.6,4.5,65.303,60.282,86.214,903.0,1759.33,4.7,0.20000000000000018
MBS 2004-03,2004-08-18,2010-08,3.25,4.5,65.271,60.499,86.647,817.0,1742.75,4.81,0.3099999999999996
MBS 2004-03,2004-08-18,2010-09,2.91,4.5,65.333,60.887,87.337,844.0,1872.81,4.8,0.2999999999999998
MBS 2004-03,2004-08-18,2010-10,3.7,4.5,65.469,61.397,87.337,821.0,1882.95,4.74,0.2400000000000002
MBS 2004-03,2004-08-18,2010-11,5.46,4.5,65.721,62.036,86.906,729.0,1904.63,4.65,0.15000000000000036
MBS 2004-03,2004-08-18,2010-12,4.52,4.5,65.991,62.492,87.251,835.0,2051.0,4.67,0.16999999999999993
MBS 2004-03,2004-08-18,2011-01,3.4,4.5,66.3,63.026,88.288,889.0,2069.73,4.8,0.2999999999999998
MBS 2004-03,2004-08-18,2011-02,3.26,4.5,66.83,64.046,88.892,986.0,1939.3,4.86,0.3600000000000003
MBS 2004-03,2004-08-18,2011-03,3.69,4.5,67.482,65.164,89.238,1014.0,2106.7,4.89,0.3899999999999997
MBS 2004-03,2004-08-18,2011-04,3.35,4.5,68.037,65.947,89.325,914.0,2192.36,4.88,0.3799999999999999
MBS 2004-03,2004-08-18,2011-05,3.73,4.5,68.511,66.492,89.497,799.0,2142.47,4.9,0.40000000000000036
MBS 2004-03,2004-08-18,2011-06,3.55,4.5,68.848,66.926,89.67,821.0,2100.69,4.87,0.3700000000000001
MBS 2004-03,2004-08-18,2011-07,3.34,4.5,69.129,67.457,90.102,822.0,2133.21,4.9,0.40000000000000036
MBS 2004-03,2004-08-18,2011-08,2.88,4.5,69.47,68.189,90.707,750.0,1880.11,4.97,0.46999999999999975
MBS 2004-03,2004-08-18,2011-09,4.29,4.5,69.848,69.135,90.62,740.0,1769.65,5.0,0.5
MBS 2004-03,2004-08-18,2011-10,2.83,4.5,70.126,69.758,90.448,724.0,1909.03,5.01,0.5099999999999998
MBS 2004-03,2004-08-18,2011-11,2.88,4.5,70.403,70.12,90.534,716.0,1847.51,5.01,0.5099999999999998
MBS 2004-03,2004-08-18,2011-12,3.22,4.5,70.521,70.181,90.879,739.0,1825.74,4.95,0.4500000000000002
MBS 2004-03,2004-08-18,2012-01,2.12,4.5,70.631,70.355,91.242,810.0,1955.79,5.06,0.5599999999999996
MBS 2004-03,2004-08-18,2012-02,3.56,4.5,70.749,70.619,91.588,922.0,2030.25,5.02,0.5199999999999996
MBS 2004-03,2004-08-18,2012-03,2.85,4.5,70.856,70.951,91.614,895.0,2014.04,5.0,0.5
MBS 2004-03,2004-08-18,2012-04,3.57,4.5,70.932,71.247,91.605,870.0,1981.99,4.94,0.4400000000000004
MBS 2004-03,2004-08-18,2012-05,5.07,4.5,70.967,71.376,91.769,792.0,1843.47,4.85,0.34999999999999964
MBS 2004-03,2004-08-18,2012-06,4.73,4.5,70.941,71.462,91.639,806.0,1854.01,4.76,0.2599999999999998
