,발행회차,기준월,만기전상환율,발행일자_y,가중평균발행금리
460,MBS 2004-03,2013-05,6.87,2004-08-18,4.5
461,MBS 2004-03,2013-06,5.18,2004-08-18,4.5
462,MBS 2004-03,2013-07,4.22,2004-08-18,4.5
463,MBS 2004-03,2013-08,2.9,2004-08-18,4.5
464,MBS 2004-03,2013-09,2.7,2004-08-18,4.5
465,MBS 2004-03,2013-10,5.1,2004-08-18,4.5
466,MBS 2004-03,2013-11,3.72,2004-08-18,4.5
467,MBS 2004-03,2013-12,3.28,2004-08-18,4.5
468,MBS 2004-03,2014-01,2.62,2004-08-18,4.5
469,MBS 2004-03,2014-02,2.73,2004-08-18,4.5
470,MBS 2004-03,2014-03,2.69,2004-08-18,4.5
471,MBS 2004-03,2014-04,4.32,2004-08-18,4.5
472,MBS 2004-03,2014-05,2.21,2004-08-18,4.5
473,MBS 2004-03,2014-06,1.55,2004-08-18,4.5
474,MBS 2004-03,2014-07,4.0,2004-08-18,4.5
475,MBS 2004-03,2014-08,3.67,2004-08-18,4.5
476,MBS 2004-03,2014-09,4.04,2004-08-18,4.5
477,MBS 2004-03,2014-10,5.54,2004-08-18,4.5
478,MBS 2004-03,2014-11,4.4,2004-08-18,4.5
479,MBS 2004-03,2014-12,4.22,2004-08-18,4.5
480,MBS 2004-03,2015-01,4.13,2004-08-18,4.5
481,MBS 2004-03,2015-02,3.63,2004-08-18,4.5
482,MBS 2004-03,2015-03,4.22,2004-08-18,4.5
483,MBS 2004-03,2015-04,8.64,2004-08-18,4.5
484,MBS 2004-03,2015-05,3.87,2004-08-18,4.5
485,MBS 2004-03,2015-06,3.33,2004-08-18,4.5
486,MBS 2004-03,2015-07,4.03,2004-08-18,4.5
487,MBS 2004-03,2015-08,2.81,2004-08-18,4.5
488,MBS 2004-03,2015-09,0.92,2004-08-18,4.5
489,MBS 2004-03,2015-10,5.7,2004-08-18,4.5
490,MBS 2004-03,2015-11,2.18,2004-08-18,4.5
491,MBS 2004-03,2015-12,1.6,2004-08-18,4.5
492,MBS 2004-03,2016-01,2.18,2004-08-18,4.5
493,MBS 2004-03,2016-02,4.14,2004-08-18,4.5
494,MBS 2004-03,2016-03,2.73,2004-08-18,4.5
495,MBS 2004-03,2016-04,1.3,2004-08-18,4.5
496,MBS 2004-03,2016-05,3.64,2004-08-18,4.5
497,MBS 2004-03,2016-06,0.33,2004-08-18,4.5
498,MBS 2004-03,2016-07,1.59,2004-08-18,4.5
499,MBS 2004-03,2016-08,7.67,2004-08-18,4.5
500,MBS 2004-03,2016-09,2.76,2004-08-18,4.5
501,MBS 2004-03,2016-10,3.09,2004-08-18,4.5
502,MBS 2004-03,2016-11,0.71,2004-08-18,4.5
503,MBS 2004-03,2016-12,1.7,2004-08-18,4.5
504,MBS 2004-03,2017-01,1.55,2004-08-18,4.5
505,MBS 2004-03,2017-02,1.9,2004-08-18,4.5
506,MBS 2004-03,2017-03,0.9,2004-08-18,4.5
507,MBS 2004-03,2017-04,1.15,2004-08-18,4.5
508,MBS 2004-03,2017-05,4.23,2004-08-18,4.5
509,MBS 2004-03,2017-06,2.77,2004-08-18,4.5
510,MBS 2004-03,2017-07,1.18,2004-08-18,4.5
511,MBS 2004-03,2017-08,1.7,2004-08-18,4.5
512,MBS 2004-03,2017-09,3.93,2004-08-18,4.5
513,MBS 2004-03,2017-10,2.62,2004-08-18,4.5
514,MBS 2004-03,2017-11,0.98,2004-08-18,4.5
515,MBS 2004-03,2017-12,1.32,2004-08-18,4.5
516,MBS 2004-03,2018-01,1.68,2004-08-18,4.5
517,MBS 2004-03,2018-02,1.44,2004-08-18,4.5
518,MBS 2004-03,2018-03,1.54,2004-08-18,4.5
519,MBS 2004-03,2018-04,0.0,2004-08-18,4.5
520,MBS 2004-03,2020-09,0.0,2004-08-18,4.5
521,MBS 2004-03,2020-10,0.0,2004-08-18,4.5
522,MBS 2004-03,2020-11,0.0,2004-08-18,4.5
523,MBS 2004-03,2020-12,0.0,2004-08-18,4.5
524,MBS 2004-03,2021-01,0.0,2004-08-18,4.5
525,MBS 2004-03,2021-02,0.0,2004-08-18,4.5
526,MBS 2004-03,2021-03,0.0,2004-08-18,4.5
527,MBS 2004-03,2021-04,0.0,2004-08-18,4.5
528,MBS 2004-03,2021-05,0.0,2004-08-18,4.5
529,MBS 2004-03,2021-06,0.0,2004-08-18,4.5
530,MBS 2004-03,2021-07,0.0,2004-08-18,4.5
531,MBS 2004-03,2021-08,0.0,2004-08-18,4.5
532,MBS 2004-03,2021-09,0.0,2004-08-18,4.5
533,MBS 2004-03,2021-10,0.0,2004-08-18,4.5
534,MBS 2004-03,2021-11,0.0,2004-08-18,4.5
535,MBS 2004-03,2021-12,0.0,2004-08-18,4.5
536,MBS 2004-03,2022-01,0.0,2004-08-18,4.5
537,MBS 2004-03,2022-02,0.0,2004-08-18,4.5
538,MBS 2004-03,2022-03,0.0,2004-08-18,4.5
539,MBS 2004-03,2022-04,0.0,2004-08-18,4.5
540,MBS 2004-03,2022-05,0.0,2004-08-18,4.5
541,MBS 2004-03,2022-06,0.0,2004-08-18,4.5
542,MBS 2004-04,2004-09,0.38,2004-09-23,4.26
543,MBS 2004-04,2004-10,0.74,2004-09-23,4.26
544,MBS 2004-04,2004-11,0.04,2004-09-23,4.26
545,MBS 2004-04,2004-12,0.8,2004-09-23,4.26
546,MBS 2004-04,2005-01,0.81,2004-09-23,4.26
547,MBS 2004-04,2005-02,1.06,2004-09-23,4.26
548,MBS 2004-04,2005-03,1.62,2004-09-23,4.26
549,MBS 2004-04,2005-04,1.26,2004-09-23,4.26
550,MBS 2004-04,2005-05,1.82,2004-09-23,4.26
551,MBS 2004-04,2005-06,2.01,2004-09-23,4.26
552,MBS 2004-04,2005-07,1.45,2004-09-23,4.26
553,MBS 2004-04,2005-08,1.67,2004-09-23,4.26
554,MBS 2004-04,2005-09,1.95,2004-09-23,4.26
555,MBS 2004-04,2005-10,1.77,2004-09-23,4.26
556,MBS 2004-04,2005-11,1.8,2004-09-23,4.26
557,MBS 2004-04,2005-12,1.35,2004-09-23,4.26
558,MBS 2004-04,2006-01,1.48,2004-09-23,4.26
559,MBS 2004-04,2006-02,1.81,2004-09-23,4.26
560,MBS 2004-04,2006-03,2.14,2004-09-23,4.26
561,MBS 2004-04,2006-04,2.08,2004-09-23,4.26
562,MBS 2004-04,2006-05,2.3,2004-09-23,4.26
563,MBS 2004-04,2006-06,1.74,2004-09-23,4.26
564,MBS 2004-04,2006-07,1.56,2004-09-23,4.26
565,MBS 2004-04,2006-08,2.11,2004-09-23,4.26
566,MBS 2004-04,2006-09,2.25,2004-09-23,4.26
567,MBS 2004-04,2006-10,2.27,2004-09-23,4.26
568,MBS 2004-04,2006-11,2.43,2004-09-23,4.26
569,MBS 2004-04,2006-12,3.04,2004-09-23,4.26
570,MBS 2004-04,2007-01,1.98,2004-09-23,4.26
571,MBS 2004-04,2007-02,1.62,2004-09-23,4.26
572,MBS 2004-04,2007-03,1.55,2004-09-23,4.26
573,MBS 2004-04,2007-04,1.63,2004-09-23,4.26
574,MBS 2004-04,2007-05,1.61,2004-09-23,4.26
575,MBS 2004-04,2007-06,1.22,2004-09-23,4.26
576,MBS 2004-04,2007-07,1.2,2004-09-23,4.26
577,MBS 2004-04,2007-08,1.42,2004-09-23,4.26
578,MBS 2004-04,2007-09,1.42,2004-09-23,4.26
579,MBS 2004-04,2007-10,2.23,2004-09-23,4.26
580,MBS 2004-04,2007-11,1.61,2004-09-23,4.26
581,MBS 2004-04,2007-12,2.11,2004-09-23,4.26
582,MBS 2004-04,2008-01,1.48,2004-09-23,4.26
583,MBS 2004-04,2008-02,1.81,2004-09-23,4.26
584,MBS 2004-04,2008-03,1.51,2004-09-23,4.26
585,MBS 2004-04,2008-04,1.72,2004-09-23,4.26
586,MBS 2004-04,2008-05,2.72,2004-09-23,4.26
587,MBS 2004-04,2008-06,1.77,2004-09-23,4.26
588,MBS 2004-04,2008-07,2.1,2004-09-23,4.26
589,MBS 2004-04,2008-08,1.87,2004-09-23,4.26
590,MBS 2004-04,2008-09,1.22,2004-09-23,4.26
591,MBS 2004-04,2008-10,1.3,2004-09-23,4.26
592,MBS 2004-04,2008-11,1.04,2004-09-23,4.26
593,MBS 2004-04,2008-12,1.08,2004-09-23,4.26
594,MBS 2004-04,2009-01,0.71,2004-09-23,4.26
595,MBS 2004-04,2009-02,1.89,2004-09-23,4.26
596,MBS 2004-04,2009-03,1.53,2004-09-23,4.26
597,MBS 2004-04,2009-04,1.78,2004-09-23,4.26
598,MBS 2004-04,2009-05,1.64,2004-09-23,4.26
599,MBS 2004-04,2009-06,1.89,2004-09-23,4.26
600,MBS 2004-04,2009-07,2.56,2004-09-23,4.26
601,MBS 2004-04,2009-08,2.93,2004-09-23,4.26
602,MBS 2004-04,2009-09,2.27,2004-09-23,4.26
603,MBS 2004-04,2009-10,2.12,2004-09-23,4.26
604,MBS 2004-04,2009-11,1.91,2004-09-23,4.26
605,MBS 2004-04,2009-12,1.57,2004-09-23,4.26
606,MBS 2004-04,2010-01,1.6,2004-09-23,4.26
607,MBS 2004-04,2010-02,1.63,2004-09-23,4.26
608,MBS 2004-04,2010-03,2.64,2004-09-23,4.26
609,MBS 2004-04,2010-04,2.58,2004-09-23,4.26
610,MBS 2004-04,2010-05,2.62,2004-09-23,4.26
611,MBS 2004-04,2010-06,3.28,2004-09-23,4.26
612,MBS 2004-04,2010-07,3.44,2004-09-23,4.26
613,MBS 2004-04,2010-08,3.34,2004-09-23,4.26
614,MBS 2004-04,2010-09,2.74,2004-09-23,4.26
615,MBS 2004-04,2010-10,3.87,2004-09-23,4.26
616,MBS 2004-04,2010-11,4.34,2004-09-23,4.26
617,MBS 2004-04,2010-12,4.59,2004-09-23,4.26
618,MBS 2004-04,2011-01,3.93,2004-09-23,4.26
619,MBS 2004-04,2011-02,3.0,2004-09-23,4.26
620,MBS 2004-04,2011-03,3.83,2004-09-23,4.26
621,MBS 2004-04,2011-04,2.37,2004-09-23,4.26
622,MBS 2004-04,2011-05,3.16,2004-09-23,4.26
623,MBS 2004-04,2011-06,2.61,2004-09-23,4.26
624,MBS 2004-04,2011-07,2.47,2004-09-23,4.26
625,MBS 2004-04,2011-08,4.14,2004-09-23,4.26
626,MBS 2004-04,2011-09,2.58,2004-09-23,4.26
627,MBS 2004-04,2011-10,2.85,2004-09-23,4.26
628,MBS 2004-04,2011-11,2.59,2004-09-23,4.26
629,MBS 2004-04,2011-12,4.06,2004-09-23,4.26
630,MBS 2004-04,2012-01,2.28,2004-09-23,4.26
631,MBS 2004-04,2012-02,3.11,2004-09-23,4.26
632,MBS 2004-04,2012-03,2.95,2004-09-23,4.26
633,MBS 2004-04,2012-04,3.14,2004-09-23,4.26
634,MBS 2004-04,2012-05,5.19,2004-09-23,4.26
635,MBS 2004-04,2012-06,4.33,2004-09-23,4.26
636,MBS 2004-04,2012-07,4.27,2004-09-23,4.26
637,MBS 2004-04,2012-08,3.43,2004-09-23,4.26
638,MBS 2004-04,2012-09,3.22,2004-09-23,4.26
639,MBS 2004-04,2012-10,3.93,2004-09-23,4.26
640,MBS 2004-04,2012-11,5.03,2004-09-23,4.26
641,MBS 2004-04,2012-12,4.3,2004-09-23,4.26
642,MBS 2004-04,2013-01,4.18,2004-09-23,4.26
643,MBS 2004-04,2013-02,0.04,2004-09-23,4.26
644,MBS 2004-04,2013-03,3.73,2004-09-23,4.26
645,MBS 2004-04,2013-04,6.73,2004-09-23,4.26
646,MBS 2004-04,2013-05,4.83,2004-09-23,4.26
647,MBS 2004-04,2013-06,3.46,2004-09-23,4.26
648,MBS 2004-04,2013-07,4.4,2004-09-23,4.26
649,MBS 2004-04,2013-08,3.2,2004-09-23,4.26
650,MBS 2004-04,2013-09,2.55,2004-09-23,4.26
651,MBS 2004-04,2013-10,4.53,2004-09-23,4.26
652,MBS 2004-04,2013-11,3.91,2004-09-23,4.26
653,MBS 2004-04,2013-12,3.51,2004-09-23,4.26
654,MBS 2004-04,2014-01,2.88,2004-09-23,4.26
655,MBS 2004-04,2014-02,1.89,2004-09-23,4.26
656,MBS 2004-04,2014-03,3.75,2004-09-23,4.26
657,MBS 2004-04,2014-04,2.12,2004-09-23,4.26
658,MBS 2004-04,2014-05,2.71,2004-09-23,4.26
659,MBS 2004-04,2014-06,3.47,2004-09-23,4.26
660,MBS 2004-04,2014-07,4.27,2004-09-23,4.26
661,MBS 2004-04,2014-08,4.39,2004-09-23,4.26
662,MBS 2004-04,2014-09,3.05,2004-09-23,4.26
663,MBS 2004-04,2014-10,4.11,2004-09-23,4.26
664,MBS 2004-04,2014-11,6.82,2004-09-23,4.26
665,MBS 2004-04,2014-12,3.13,2004-09-23,4.26
666,MBS 2004-04,2015-01,5.68,2004-09-23,4.26
667,MBS 2004-04,2015-02,3.13,2004-09-23,4.26
668,MBS 2004-04,2015-03,5.25,2004-09-23,4.26
669,MBS 2004-04,2015-04,7.27,2004-09-23,4.26
670,MBS 2004-04,2015-05,2.97,2004-09-23,4.26
671,MBS 2004-04,2015-06,3.31,2004-09-23,4.26
672,MBS 2004-04,2015-07,2.85,2004-09-23,4.26
673,MBS 2004-04,2015-08,4.04,2004-09-23,4.26
674,MBS 2004-04,2015-09,3.05,2004-09-23,4.26
675,MBS 2004-04,2015-10,1.4,2004-09-23,4.26
676,MBS 2004-04,2015-11,4.86,2004-09-23,4.26
677,MBS 2004-04,2015-12,1.51,2004-09-23,4.26
678,MBS 2004-04,2016-01,1.37,2004-09-23,4.26
679,MBS 2004-04,2016-02,3.21,2004-09-23,4.26
680,MBS 2004-04,2016-03,4.65,2004-09-23,4.26
681,MBS 2004-04,2016-04,3.4,2004-09-23,4.26
682,MBS 2004-04,2016-05,0.79,2004-09-23,4.26
683,MBS 2004-04,2016-06,1.87,2004-09-23,4.26
684,MBS 2004-04,2016-07,2.85,2004-09-23,4.26
685,MBS 2004-04,2016-08,0.98,2004-09-23,4.26
686,MBS 2004-04,2016-09,4.87,2004-09-23,4.26
687,MBS 2004-04,2016-10,0.24,2004-09-23,4.26
688,MBS 2004-04,2016-11,2.37,2004-09-23,4.26
689,MBS 2004-04,2016-12,0.21,2004-09-23,4.26
690,MBS 2004-04,2017-01,1.68,2004-09-23,4.26
691,MBS 2004-04,2017-02,2.19,2004-09-23,4.26
692,MBS 2004-04,2017-03,0.05,2004-09-23,4.26
693,MBS 2004-04,2017-04,2.55,2004-09-23,4.26
694,MBS 2004-04,2017-05,3.21,2004-09-23,4.26
695,MBS 2004-04,2017-06,2.98,2004-09-23,4.26
696,MBS 2004-04,2017-07,0.39,2004-09-23,4.26
697,MBS 2004-04,2017-08,3.3,2004-09-23,4.26
698,MBS 2004-04,2017-09,0.08,2004-09-23,4.26
699,MBS 2004-04,2017-10,0.0,2004-09-23,4.26
700,MBS 2004-04,2017-11,0.44,2004-09-23,4.26
701,MBS 2004-04,2020-09,0.0,2004-09-23,4.26
702,MBS 2004-04,2020-10,0.0,2004-09-23,4.26
703,MBS 2004-04,2020-11,0.0,2004-09-23,4.26
704,MBS 2004-04,2020-12,0.0,2004-09-23,4.26
705,MBS 2004-04,2021-01,0.0,2004-09-23,4.26
706,MBS 2004-04,2021-02,0.0,2004-09-23,4.26
707,MBS 2004-04,2021-03,0.0,2004-09-23,4.26
708,MBS 2004-04,2021-04,0.0,2004-09-23,4.26
709,MBS 2004-04,2021-05,0.0,2004-09-23,4.26
710,MBS 2004-04,2021-06,0.0,2004-09-23,4.26
711,MBS 2004-04,2021-07,0.0,2004-09-23,4.26
712,MBS 2004-04,2021-08,0.0,2004-09-23,4.26
713,MBS 2004-04,2021-09,0.0,2004-09-23,4.26
714,MBS 2004-04,2021-10,0.0,2004-09-23,4.26
715,MBS 2004-04,2021-11,0.0,2004-09-23,4.26
716,MBS 2004-04,2021-12,0.0,2004-09-23,4.26
717,MBS 2004-04,2022-01,0.0,2004-09-23,4.26
718,MBS 2004-04,2022-02,0.0,2004-09-23,4.26
719,MBS 2004-04,2022-03,0.0,2004-09-23,4.26
720,MBS 2004-04,2022-04,0.0,2004-09-23,4.26
721,MBS 2004-04,2022-05,0.0,2004-09-23,4.26
722,MBS 2004-04,2022-06,0.0,2004-09-23,4.26
723,MBS 2004-05,2004-10,0.02,2004-10-28,4.2
724,MBS 2004-05,2004-11,0.06,2004-10-28,4.2
725,MBS 2004-05,2004-12,0.86,2004-10-28,4.2
726,MBS 2004-05,2005-01,0.65,2004-10-28,4.2
727,MBS 2004-05,2005-02,0.73,2004-10-28,4.2
728,MBS 2004-05,2005-03,1.37,2004-10-28,4.2
729,MBS 2004-05,2005-04,1.14,2004-10-28,4.2
730,MBS 2004-05,2005-05,1.56,2004-10-28,4.2
731,MBS 2004-05,2005-06,1.74,2004-10-28,4.2
732,MBS 2004-05,2005-07,1.24,2004-10-28,4.2
733,MBS 2004-05,2005-08,1.21,2004-10-28,4.2
734,MBS 2004-05,2005-09,1.89,2004-10-28,4.2
735,MBS 2004-05,2005-10,1.65,2004-10-28,4.2
736,MBS 2004-05,2005-11,1.46,2004-10-28,4.2
737,MBS 2004-05,2005-12,1.77,2004-10-28,4.2
738,MBS 2004-05,2006-01,0.91,2004-10-28,4.2
739,MBS 2004-05,2006-02,1.94,2004-10-28,4.2
740,MBS 2004-05,2006-03,2.54,2004-10-28,4.2
741,MBS 2004-05,2006-04,2.52,2004-10-28,4.2
742,MBS 2004-05,2006-05,1.92,2004-10-28,4.2
743,MBS 2004-05,2006-06,1.86,2004-10-28,4.2
744,MBS 2004-05,2006-07,1.47,2004-10-28,4.2
745,MBS 2004-05,2006-08,1.43,2004-10-28,4.2
746,MBS 2004-05,2006-09,2.18,2004-10-28,4.2
747,MBS 2004-05,2006-10,2.51,2004-10-28,4.2
748,MBS 2004-05,2006-11,3.19,2004-10-28,4.2
749,MBS 2004-05,2006-12,3.05,2004-10-28,4.2
750,MBS 2004-05,2007-01,1.9,2004-10-28,4.2
751,MBS 2004-05,2007-02,1.76,2004-10-28,4.2
752,MBS 2004-05,2007-03,1.72,2004-10-28,4.2
753,MBS 2004-05,2007-04,1.41,2004-10-28,4.2
754,MBS 2004-05,2007-05,1.63,2004-10-28,4.2
755,MBS 2004-05,2007-06,1.36,2004-10-28,4.2
756,MBS 2004-05,2007-07,1.66,2004-10-28,4.2
757,MBS 2004-05,2007-08,1.49,2004-10-28,4.2
758,MBS 2004-05,2007-09,1.59,2004-10-28,4.2
759,MBS 2004-05,2007-10,2.38,2004-10-28,4.2
760,MBS 2004-05,2007-11,2.0,2004-10-28,4.2
761,MBS 2004-05,2007-12,1.89,2004-10-28,4.2
762,MBS 2004-05,2008-01,1.23,2004-10-28,4.2
763,MBS 2004-05,2008-02,1.68,2004-10-28,4.2
764,MBS 2004-05,2008-03,1.89,2004-10-28,4.2
765,MBS 2004-05,2008-04,1.62,2004-10-28,4.2
766,MBS 2004-05,2008-05,1.89,2004-10-28,4.2
767,MBS 2004-05,2008-06,2.46,2004-10-28,4.2
768,MBS 2004-05,2008-07,2.12,2004-10-28,4.2
769,MBS 2004-05,2008-08,1.7,2004-10-28,4.2
770,MBS 2004-05,2008-09,0.9,2004-10-28,4.2
771,MBS 2004-05,2008-10,1.45,2004-10-28,4.2
772,MBS 2004-05,2008-11,0.68,2004-10-28,4.2
773,MBS 2004-05,2008-12,1.09,2004-10-28,4.2
774,MBS 2004-05,2009-01,1.23,2004-10-28,4.2
775,MBS 2004-05,2009-02,1.78,2004-10-28,4.2
776,MBS 2004-05,2009-03,1.48,2004-10-28,4.2
777,MBS 2004-05,2009-04,2.37,2004-10-28,4.2
778,MBS 2004-05,2009-05,1.79,2004-10-28,4.2
779,MBS 2004-05,2009-06,1.9,2004-10-28,4.2
780,MBS 2004-05,2009-07,1.41,2004-10-28,4.2
781,MBS 2004-05,2009-08,2.29,2004-10-28,4.2
782,MBS 2004-05,2009-09,2.73,2004-10-28,4.2
783,MBS 2004-05,2009-10,2.08,2004-10-28,4.2
784,MBS 2004-05,2009-11,1.54,2004-10-28,4.2
785,MBS 2004-05,2009-12,2.44,2004-10-28,4.2
786,MBS 2004-05,2010-01,2.28,2004-10-28,4.2
787,MBS 2004-05,2010-02,1.65,2004-10-28,4.2
788,MBS 2004-05,2010-03,2.27,2004-10-28,4.2
789,MBS 2004-05,2010-04,3.15,2004-10-28,4.2
790,MBS 2004-05,2010-05,2.48,2004-10-28,4.2
791,MBS 2004-05,2010-06,2.99,2004-10-28,4.2
792,MBS 2004-05,2010-07,3.27,2004-10-28,4.2
793,MBS 2004-05,2010-08,2.43,2004-10-28,4.2
794,MBS 2004-05,2010-09,2.7,2004-10-28,4.2
795,MBS 2004-05,2010-10,3.9,2004-10-28,4.2
796,MBS 2004-05,2010-11,5.19,2004-10-28,4.2
797,MBS 2004-05,2010-12,2.61,2004-10-28,4.2
798,MBS 2004-05,2011-01,3.11,2004-10-28,4.2
799,MBS 2004-05,2011-02,2.04,2004-10-28,4.2
800,MBS 2004-05,2011-03,2.5,2004-10-28,4.2
801,MBS 2004-05,2011-04,3.32,2004-10-28,4.2
802,MBS 2004-05,2011-05,3.04,2004-10-28,4.2
803,MBS 2004-05,2011-06,2.38,2004-10-28,4.2
804,MBS 2004-05,2011-07,2.04,2004-10-28,4.2
805,MBS 2004-05,2011-08,2.57,2004-10-28,4.2
806,MBS 2004-05,2011-09,2.66,2004-10-28,4.2
807,MBS 2004-05,2011-10,3.48,2004-10-28,4.2
808,MBS 2004-05,2011-11,3.54,2004-10-28,4.2
809,MBS 2004-05,2011-12,3.14,2004-10-28,4.2
810,MBS 2004-05,2012-01,2.25,2004-10-28,4.2
811,MBS 2004-05,2012-02,2.63,2004-10-28,4.2
812,MBS 2004-05,2012-03,3.24,2004-10-28,4.2
813,MBS 2004-05,2012-04,4.09,2004-10-28,4.2
814,MBS 2004-05,2012-05,4.26,2004-10-28,4.2
815,MBS 2004-05,2012-06,3.81,2004-10-28,4.2
816,MBS 2004-05,2012-07,4.43,2004-10-28,4.2
817,MBS 2004-05,2012-08,4.61,2004-10-28,4.2
818,MBS 2004-05,2012-09,4.68,2004-10-28,4.2
819,MBS 2004-05,2012-10,4.67,2004-10-28,4.2
820,MBS 2004-05,2012-11,4.69,2004-10-28,4.2
821,MBS 2004-05,2012-12,3.08,2004-10-28,4.2
822,MBS 2004-05,2013-01,3.87,2004-10-28,4.2
823,MBS 2004-05,2013-02,0.04,2004-10-28,4.2
824,MBS 2004-05,2013-03,5.05,2004-10-28,4.2
825,MBS 2004-05,2013-04,4.03,2004-10-28,4.2
826,MBS 2004-05,2013-05,6.65,2004-10-28,4.2
827,MBS 2004-05,2013-06,3.86,2004-10-28,4.2
828,MBS 2004-05,2013-07,4.01,2004-10-28,4.2
829,MBS 2004-05,2013-08,3.77,2004-10-28,4.2
830,MBS 2004-05,2013-09,4.29,2004-10-28,4.2
831,MBS 2004-05,2013-10,4.46,2004-10-28,4.2
832,MBS 2004-05,2013-11,2.47,2004-10-28,4.2
833,MBS 2004-05,2013-12,2.99,2004-10-28,4.2
834,MBS 2004-05,2014-01,2.37,2004-10-28,4.2
835,MBS 2004-05,2014-02,3.74,2004-10-28,4.2
836,MBS 2004-05,2014-03,1.89,2004-10-28,4.2
837,MBS 2004-05,2014-04,3.14,2004-10-28,4.2
838,MBS 2004-05,2014-05,3.74,2004-10-28,4.2
839,MBS 2004-05,2014-06,4.45,2004-10-28,4.2
840,MBS 2004-05,2014-07,4.61,2004-10-28,4.2
841,MBS 2004-05,2014-08,5.72,2004-10-28,4.2
842,MBS 2004-05,2014-09,3.78,2004-10-28,4.2
843,MBS 2004-05,2014-10,3.11,2004-10-28,4.2
844,MBS 2004-05,2014-11,1.89,2004-10-28,4.2
845,MBS 2004-05,2014-12,3.92,2004-10-28,4.2
846,MBS 2004-05,2015-01,2.13,2004-10-28,4.2
847,MBS 2004-05,2015-02,3.6,2004-10-28,4.2
848,MBS 2004-05,2015-03,3.67,2004-10-28,4.2
849,MBS 2004-05,2015-04,11.23,2004-10-28,4.2
850,MBS 2004-05,2015-05,5.47,2004-10-28,4.2
851,MBS 2004-05,2015-06,4.0,2004-10-28,4.2
852,MBS 2004-05,2015-07,5.05,2004-10-28,4.2
853,MBS 2004-05,2015-08,3.74,2004-10-28,4.2
854,MBS 2004-05,2015-09,5.42,2004-10-28,4.2
855,MBS 2004-05,2015-10,3.01,2004-10-28,4.2
856,MBS 2004-05,2015-11,3.83,2004-10-28,4.2
857,MBS 2004-05,2015-12,2.26,2004-10-28,4.2
858,MBS 2004-05,2016-01,2.95,2004-10-28,4.2
859,MBS 2004-05,2016-02,2.11,2004-10-28,4.2
860,MBS 2004-05,2016-03,3.08,2004-10-28,4.2
861,MBS 2004-05,2016-04,3.18,2004-10-28,4.2
862,MBS 2004-05,2016-05,1.92,2004-10-28,4.2
863,MBS 2004-05,2016-06,0.68,2004-10-28,4.2
864,MBS 2004-05,2016-07,1.36,2004-10-28,4.2
865,MBS 2004-05,2016-08,1.94,2004-10-28,4.2
866,MBS 2004-05,2016-09,1.17,2004-10-28,4.2
867,MBS 2004-05,2016-10,2.67,2004-10-28,4.2
868,MBS 2004-05,2016-11,0.8,2004-10-28,4.2
869,MBS 2004-05,2016-12,2.52,2004-10-28,4.2
870,MBS 2004-05,2017-01,1.48,2004-10-28,4.2
871,MBS 2004-05,2017-02,1.85,2004-10-28,4.2
872,MBS 2004-05,2017-03,0.11,2004-10-28,4.2
873,MBS 2004-05,2017-04,1.17,2004-10-28,4.2
874,MBS 2004-05,2017-05,0.5,2004-10-28,4.2
875,MBS 2004-05,2017-06,1.2,2004-10-28,4.2
876,MBS 2004-05,2017-07,0.31,2004-10-28,4.2
877,MBS 2004-05,2017-08,2.32,2004-10-28,4.2
878,MBS 2004-05,2017-09,2.95,2004-10-28,4.2
879,MBS 2004-05,2017-10,2.7,2004-10-28,4.2
880,MBS 2004-05,2017-11,1.79,2004-10-28,4.2
881,MBS 2004-05,2017-12,0.01,2004-10-28,4.2
882,MBS 2004-05,2018-01,1.05,2004-10-28,4.2
883,MBS 2004-05,2018-02,1.33,2004-10-28,4.2
884,MBS 2004-05,2018-03,1.74,2004-10-28,4.2
885,MBS 2004-05,2020-09,0.0,2004-10-28,4.2
886,MBS 2004-05,2020-10,0.0,2004-10-28,4.2
887,MBS 2004-05,2020-11,0.0,2004-10-28,4.2
888,MBS 2004-05,2020-12,0.0,2004-10-28,4.2
889,MBS 2004-05,2021-01,0.0,2004-10-28,4.2
890,MBS 2004-05,2021-02,0.0,2004-10-28,4.2
891,MBS 2004-05,2021-03,0.0,2004-10-28,4.2
892,MBS 2004-05,2021-04,0.0,2004-10-28,4.2
893,MBS 2004-05,2021-05,0.0,2004-10-28,4.2
894,MBS 2004-05,2021-06,0.0,2004-10-28,4.2
895,MBS 2004-05,2021-07,0.0,2004-10-28,4.2
896,MBS 2004-05,2021-08,0.0,2004-10-28,4.2
897,MBS 2004-05,2021-09,0.0,2004-10-28,4.2
898,MBS 2004-05,2021-10,0.0,2004-10-28,4.2
899,MBS 2004-05,2021-11,0.0,2004-10-28,4.2
900,MBS 2004-05,2021-12,0.0,2004-10-28,4.2
901,MBS 2004-05,2022-01,0.0,2004-10-28,4.2
902,MBS 2004-05,2022-02,0.0,2004-10-28,4.2
903,MBS 2004-05,2022-03,0.0,2004-10-28,4.2
904,MBS 2004-05,2022-04,0.0,2004-10-28,4.2
905,MBS 2004-05,2022-05,0.0,2004-10-28,4.2
906,MBS 2004-05,2022-06,0.0,2004-10-28,4.2
907,MBS 2004-06,2004-11,0.33,2004-11-30,4.09
908,MBS 2004-06,2004-12,0.48,2004-11-30,4.09
909,MBS 2004-06,2005-01,0.63,2004-11-30,4.09
